"TOA5","MGEO_SERC","CR1000X","50443","CR1000X.8.2.1","CPU:MGEO_SERCv30INT.CR1X","63132","ExoTable"
"TIMESTAMP","RECORD","Date","Time","Chlorophyll_RFU","Chlorophyll_ugL","Conductivity","FDOM_QSU","FDOM_RFU","NLF_conductivity","ODO_sat","ODO_local","ODO_MgL","Pressure_psia","Salinity_PPT","Specific_Conductivity_mScm","BGA_PE_RFU","BGA_PE_ugL","TDS_mg_L","Turbidity_FNU","Wiper_Position_mv","pH","pH_mv","Temp_C","Depth_m","Battery_v","Cable_v","Wiper_Current_ma","sn","snn"
"2026-02-28 01:48:00",11139,22826,14421,2.66,13.08,14.223,16.28,5.26,22.97,116.94,116.94,13.46,-6.5,13.5,22.622,6.04,20.05,14704.52,4.92,1.16,7.78,-96.69,5.562,1.153,5.86,13.26,45.15,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 01:54:00",11140,22826,14721,2.01,9.87,14.217,14.72,4.74,22.95,116.86,116.86,13.45,1.66,13.49,22.608,4.66,16.08,14694.89,4.92,1.35,7.78,-96.64,5.569,1.152,5.86,13.22,45.63,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 02:00:00",11141,22826,15621,1.98,9.72,14.22,15.03,4.84,22.96,116.85,116.85,13.45,-6.5,13.49,22.615,5.62,18.83,14699.79,5.16,1.16,7.78,-96.64,5.566,1.152,5.86,13.24,46.04,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 02:06:00",11142,22826,20221,2.23,10.98,14.224,16,5.17,22.96,116.66,116.66,13.42,-6.5,13.49,22.617,6.13,20.32,14701,4.84,1.16,7.78,-96.61,5.569,1.151,5.87,13.28,46.59,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 02:12:00",11143,22826,20821,2.11,10.35,14.174,16.37,5.29,22.9,116.95,116.95,13.47,-6.5,13.45,22.555,6.2,20.52,14661.06,5.02,1.16,7.78,-96.91,5.544,1.15,5.86,13.28,45.8,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 02:18:00",11144,22826,21421,2.66,13.08,14.208,16.01,5.17,22.96,117.04,117.04,13.48,-6.5,13.49,22.619,8,25.71,14702.38,5.1,1.15,7.78,-96.87,5.533,1.15,5.86,13.19,45.76,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 02:24:00",11145,22826,21721,1.78,8.76,14.215,16.18,5.23,22.98,117.05,117.05,13.48,1.65,13.5,22.631,4.35,15.18,14710.44,5.1,1.36,7.78,-96.51,5.529,1.149,5.86,13.22,45.58,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 02:30:00",11146,22826,22621,2.3,11.33,14.218,14.15,4.55,22.99,116.87,116.87,13.46,-1.61,13.51,22.643,6.04,20.05,14718.14,5.41,1.16,7.77,-96.47,5.522,1.151,5.87,13.2,45.86,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 02:36:00",11147,22826,23221,1.93,9.49,14.225,14.29,4.59,23,116.65,116.65,13.44,-6.5,13.51,22.654,4.68,16.13,14724.99,5.08,1.16,7.77,-96.46,5.519,1.151,5.86,13.28,46.29,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 02:42:00",11148,22826,23821,2.34,11.52,14.216,15.89,5.13,22.99,116.64,116.64,13.44,-6.5,13.51,22.645,6.69,21.92,14719.19,5.34,1.16,7.78,-96.85,5.511,1.151,5.86,13.28,46.33,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 02:48:00",11149,22826,24421,2.02,9.9,14.221,16.29,5.26,23.06,116.69,116.69,13.47,-6.5,13.55,22.718,6.22,20.56,14766.83,5.4,1.16,7.77,-96.39,5.421,1.151,5.86,13.2,46.75,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 02:54:00",11150,22826,24721,2.53,12.42,14.223,16.14,5.21,23.06,116.52,116.52,13.45,1.65,13.55,22.719,7.86,25.3,14767.12,5.22,1.36,7.77,-96.33,5.422,1.151,5.86,13.27,46.25,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 03:00:00",11151,22826,25621,3.47,17.08,14.225,16.06,5.19,23.07,116.59,116.59,13.46,-1.61,13.56,22.723,5.39,18.18,14769.72,5.1,1.16,7.77,-96.41,5.418,1.151,5.86,13.25,46.45,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 03:06:00",11152,22826,30221,2.77,13.65,14.214,16.19,5.23,23.08,116.54,116.54,13.47,-6.5,13.56,22.732,8.15,26.15,14776.04,5.26,1.15,7.77,-96.32,5.38,1.15,5.86,13.28,46.33,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 03:12:00",11153,22826,30821,2.47,12.14,14.218,16.16,5.22,23.09,116.55,116.55,13.47,-6.5,13.57,22.747,6.11,20.25,14785.45,5.52,1.16,7.78,-96.63,5.37,1.15,5.87,13.28,46.3,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 03:18:00",11154,22826,31421,2.74,13.5,14.214,16.15,5.22,23.08,116.74,116.74,13.49,-6.5,13.56,22.737,7.15,23.25,14779.17,5.31,1.16,7.77,-96.29,5.374,1.151,5.86,13.26,46.48,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 03:24:00",11155,22826,31721,2.38,11.71,14.215,16.25,5.25,23.08,116.75,116.75,13.49,1.65,13.56,22.738,6.91,22.56,14779.89,6.19,1.4,7.77,-96.22,5.376,1.15,5.86,13.22,46.37,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 03:30:00",11156,22826,32621,2.23,10.94,14.22,16.22,5.24,23.08,116.64,116.64,13.48,-6.5,13.57,22.742,6.81,22.26,14782.29,6.11,1.16,7.78,-96.68,5.383,1.151,5.86,13.25,46.49,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 03:36:00",11157,22826,33221,2.07,10.15,14.223,16.24,5.25,23.09,116.63,116.63,13.48,-1.61,13.57,22.745,6.34,20.93,14784.41,5.46,1.15,7.77,-96.39,5.382,1.15,5.86,13.28,46.29,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 03:42:00",11158,22826,33821,1.96,9.63,14.222,16.17,5.22,23.09,116.93,116.93,13.52,-6.5,13.57,22.751,6.22,20.58,14788.46,5.27,1.15,7.78,-96.8,5.372,1.15,5.86,13.28,49.83,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 03:48:00",11159,22826,34421,2.06,10.1,14.227,16.11,5.2,23.09,116.93,116.93,13.51,-6.5,13.57,22.752,6.26,20.67,14788.86,5.11,1.15,7.78,-96.49,5.385,1.149,5.87,13.2,46.28,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 03:54:00",11160,22826,34721,2.1,10.33,14.23,16.22,5.24,23.1,116.97,116.97,13.51,1.65,13.57,22.753,6.25,20.65,14789.34,5.16,1.37,7.77,-96.44,5.388,1.149,5.87,13.27,46.54,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 04:00:00",11161,22826,35621,2.24,10.99,14.24,16.26,5.25,23.1,117.63,117.63,13.58,-1.61,13.58,22.757,6.18,20.45,14791.77,5.44,1.16,7.78,-96.66,5.406,1.15,5.86,13.2,45.58,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 04:06:00",11162,22826,40221,2.04,10.02,14.241,16.07,5.19,23.1,117.93,117.93,13.62,-6.5,13.58,22.756,9.27,29.38,14791.17,5.13,1.15,7.78,-96.84,5.413,1.15,5.86,13.22,46.54,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 04:12:00",11163,22826,40821,2.03,9.97,14.24,16.04,5.18,23.08,118.08,118.08,13.63,-1.61,13.56,22.737,6.31,20.84,14778.88,5.29,1.16,7.79,-97.1,5.435,1.15,5.86,13.23,46.56,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 04:18:00",11164,22826,41421,3.19,15.72,14.244,16.19,5.23,23.08,118.17,118.17,13.63,-6.5,13.56,22.734,6.51,21.4,14777.02,4.83,1.16,7.78,-96.9,5.447,1.151,5.87,13.2,46.87,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 04:24:00",11165,22826,41721,2.69,13.24,14.246,16.31,5.27,23.08,118.25,118.25,13.64,1.65,13.56,22.736,8.12,26.05,14778.31,4.89,1.37,7.78,-96.86,5.45,1.15,5.87,13.22,46.18,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 04:30:00",11166,22826,42621,2.38,11.72,14.243,16.23,5.24,23.09,118.44,118.44,13.67,-6.5,13.57,22.746,7.14,23.21,14784.58,5.22,1.16,7.79,-97.25,5.431,1.151,5.87,13.2,46.07,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 04:36:00",11167,22826,43221,2.36,11.6,14.244,16.37,5.29,23.07,118.06,118.06,13.62,-6.5,13.56,22.726,6.49,21.35,14771.75,5.53,1.15,7.79,-97.09,5.462,1.151,5.86,13.27,46.77,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 04:42:00",11168,22826,43821,2.73,13.45,14.239,16.14,5.21,23.07,118.14,118.14,13.63,-6.5,13.56,22.727,6.14,20.34,14772.76,4.69,1.15,7.8,-97.58,5.446,1.151,5.86,13.28,46.27,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 04:48:00",11169,22826,44421,2.02,9.91,14.24,16.11,5.21,23.07,118.19,118.19,13.63,-1.61,13.56,22.721,6.62,21.74,14768.54,4.86,1.16,7.79,-97.39,5.457,1.152,5.86,13.2,46.09,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 04:54:00",11170,22826,44721,2,9.84,14.242,16.06,5.19,23.07,118.16,118.16,13.63,1.65,13.56,22.72,5.56,18.67,14768.28,5.03,1.41,7.79,-97.03,5.462,1.151,5.86,13.22,45.89,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 05:00:00",11171,22826,45621,2.33,11.44,14.237,15.85,5.12,23.05,118.15,118.15,13.62,-1.61,13.54,22.7,7.2,23.4,14754.85,4.84,1.16,7.79,-97.49,5.481,1.152,5.87,13.2,46.39,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 05:06:00",11172,22826,50220,1.88,9.25,14.249,16.3,5.27,23.08,118.39,118.39,13.65,-6.5,13.56,22.736,4.06,14.34,14778.18,5.04,1.16,7.79,-97.47,5.457,1.152,5.87,13.27,45.02,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 05:12:00",11173,22826,50820,2.08,10.2,14.246,16.34,5.28,23.1,118.26,118.26,13.65,-6.5,13.57,22.752,6.15,20.37,14788.5,4.98,1.17,7.79,-97.46,5.428,1.152,5.87,13.28,49.7,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 05:18:00",11174,22826,51420,2.37,11.63,14.251,16.29,5.26,23.1,118.54,118.54,13.68,-6.5,13.58,22.758,6.78,22.18,14792.96,6.58,1.17,7.79,-97.13,5.429,1.153,5.86,13.2,45.64,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 05:24:00",11175,22826,51721,1.76,8.63,14.251,16.27,5.26,23.1,118.46,118.46,13.67,1.66,13.58,22.753,4.94,16.87,14789.63,5.35,1.38,7.79,-97.11,5.435,1.152,5.86,13.22,46.8,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 05:30:00",11176,22826,52620,2.14,10.53,14.249,16.27,5.26,23.08,118.07,118.07,13.62,-6.5,13.56,22.734,6.85,22.39,14776.93,5.05,1.15,7.79,-97.39,5.461,1.153,5.86,13.2,47.89,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 05:36:00",11177,22826,53220,1.93,9.48,14.244,15.99,5.17,23.09,118.18,118.18,13.64,-6.5,13.57,22.742,4.76,16.35,14782.4,4.96,1.15,7.79,-97.1,5.436,1.153,5.86,13.27,46.18,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 05:42:00",11178,22826,53821,2.41,11.87,14.246,15.81,5.1,23.1,118.05,118.05,13.63,-6.5,13.57,22.752,7.35,23.83,14788.65,4.9,1.15,7.79,-97.11,5.426,1.153,5.86,13.28,46.05,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 05:48:00",11179,22826,54420,2.73,13.42,14.243,15.9,5.13,23.11,118.04,118.04,13.63,-6.5,13.58,22.769,6.24,20.64,14799.75,5.27,1.15,7.79,-97.41,5.397,1.151,5.86,13.25,46.3,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 05:54:00",11180,22826,54720,1.93,9.46,14.245,16.13,5.21,23.11,117.94,117.94,13.62,1.65,13.58,22.768,5.46,18.39,14799.18,5.33,1.38,7.79,-97.01,5.402,1.151,5.87,13.22,46.96,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 06:00:00",11181,22826,55620,2.44,11.99,14.246,15.84,5.11,23.11,117.63,117.63,13.58,-6.5,13.58,22.763,6.37,21.01,14796.16,5.82,1.16,7.78,-96.9,5.411,1.151,5.87,13.25,46.74,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 06:06:00",11182,22826,60221,2.49,12.24,14.245,16.03,5.18,23.09,117.7,117.7,13.58,-6.5,13.57,22.745,6.62,21.73,14784.15,4.92,1.16,7.78,-96.87,5.434,1.15,5.86,13.22,46.66,"  # sn  22J105877  #  ","ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103066 "
"2026-02-28 06:12:00",11183,22826,60820,1.81,8.9,14.244,16.31,5.27,23.1,117.53,117.53,13.57,-1.61,13.57,22.754,4.86,16.64,14790,5.32,1.15,7.78,-96.83,5.419,1.151,5.86,13.24,46.44,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 06:18:00",11184,22826,61420,2.52,12.39,14.249,16.24,5.25,23.08,117.44,117.44,13.54,-6.5,13.57,22.737,6.58,21.61,14779.04,5.25,1.16,7.78,-96.8,5.456,1.152,5.86,13.2,46.56,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 06:24:00",11185,22826,61720,2.23,10.94,14.25,16.2,5.23,23.08,117.52,117.52,13.55,1.65,13.57,22.736,5.68,19,14778.51,4.89,1.38,7.78,-96.76,5.458,1.151,5.86,13.26,45.87,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 06:30:00",11186,22826,62620,2.09,10.29,14.252,16.22,5.24,23.08,117.6,117.6,13.56,-6.5,13.57,22.739,6.4,21.1,14780.62,5.79,1.15,7.78,-96.81,5.46,1.151,5.86,13.27,46.59,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 06:36:00",11187,22826,63220,2.19,10.78,14.249,15.73,5.08,23.08,117.81,117.81,13.59,-6.5,13.57,22.737,5.32,17.98,14779.06,5,1.16,7.79,-97.08,5.456,1.151,5.86,13.19,46.41,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 06:42:00",11188,22826,63820,2.38,11.7,14.249,15.55,5.02,23.09,117.75,117.75,13.58,-6.5,13.57,22.741,6.6,21.66,14781.56,5.02,1.16,7.79,-97.15,5.448,1.151,5.86,13.26,45.76,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 06:48:00",11189,22826,64420,3.06,15.05,14.251,16.33,5.28,23.09,117.88,117.88,13.6,-6.5,13.57,22.748,10.61,33.24,14786.02,6.8,1.16,7.79,-97.13,5.444,1.15,5.86,13.28,45.94,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 06:54:00",11190,22826,64720,2.41,11.83,14.252,16.37,5.29,23.09,117.95,117.95,13.61,1.65,13.57,22.748,7.76,25.02,14785.97,5.25,1.37,7.78,-96.72,5.447,1.149,5.87,13.26,46.11,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 07:00:00",11191,22826,65620,2.64,13,14.254,16.28,5.26,23.08,117.68,117.68,13.57,-6.5,13.57,22.737,7.26,23.57,14778.96,4.71,1.16,7.78,-96.71,5.467,1.151,5.86,13.27,46.11,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 07:06:00",11192,22826,70220,2.68,13.19,14.25,16.03,5.18,23.08,117.57,117.57,13.56,-6.5,13.56,22.73,8.5,27.16,14774.72,5.87,1.16,7.78,-96.75,5.468,1.15,5.87,13.21,46.36,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 07:12:00",11193,22826,70820,2.44,11.98,14.252,16.07,5.19,23.09,117.91,117.91,13.6,-1.61,13.57,22.749,6.54,21.5,14786.56,4.75,1.15,7.79,-97.1,5.445,1.149,5.86,13.26,46.87,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 07:18:00",11194,22826,71420,2.58,12.7,14.251,16.34,5.28,23.08,117.79,117.79,13.58,-1.61,13.57,22.738,7.31,23.7,14779.59,5.97,1.15,7.78,-96.72,5.459,1.149,5.87,13.22,46.15,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 07:24:00",11195,22826,71720,2.11,10.39,14.252,16.27,5.26,23.09,117.74,117.74,13.58,1.65,13.57,22.739,4.74,16.29,14780.27,5.04,1.37,7.78,-96.66,5.46,1.148,5.86,13.26,46.71,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 07:30:00",11196,22826,72620,2.65,13.05,14.26,15.13,4.88,23.1,117.89,117.89,13.6,-6.5,13.58,22.753,8.15,26.13,14789.33,4.67,1.16,7.79,-97.03,5.458,1.148,5.86,13.27,45.54,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-02-28 07:36:00",11197,22826,73220,2.63,12.94,14.256,16.35,5.28,23.08,117.74,117.74,13.57,-6.5,13.57,22.737,6.57,21.59,14779.35,6.27,1.16,7.78,-96.66,5.471,1.149,5.87,13.26,46.32,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
